id,label,type,category,template_strings,obsolete,enableForImmersion
general.new_char_at_end,general.new_char_at_end,phrase,general,,,false
general.new_lang_group_failed,general.new_lang_group_failed,phrase,general,,,false
general.new_pass,general.new_pass,phrase,general,,,false
general.new_user_error_occurred,general.new_user_error_occurred,phrase,general,,,false
general.newfoundland_and_labrador,general.newfoundland_and_labrador,phrase,general,,,false
general.news,general.news,phrase,general,,,true
general.next,general.next,phrase,general,,,false
general.next_page,general.next_page,phrase,general,,,false
general.no,general.no,phrase,general,,,false
general.no_book_sel,general.no_book_sel,phrase,general,,,false
general.no_lessons_found,general.no_lessons_found,phrase,general,,,false
general.no_match_query,general.no_match_query,phrase,general,,,false
general.no_page_selected,general.no_page_selected,phrase,general,,,false
general.no_phrase_sel,general.no_phrase_sel,phrase,general,,,false
general.no_records,general.no_records,phrase,general,,,false
general.no_results_found,general.no_results_found,phrase,general,,,false
general.no_shared_media,general.no_shared_media,phrase,general,,,false
general.no_word_sel,general.no_word_sel,phrase,general,,,false
general.none,general.none,phrase,general,,,false
general.none_found,general.none_found,phrase,general,,,false
general.not_yet_member,general.not_yet_member,phrase,general,,,false
general.note,general.note,phrase,general,,,false
general.note1_find_shared_media,general.note1_find_shared_media,phrase,general,,,false
general.note2_find_shared_media,general.note2_find_shared_media,phrase,general,,,false
general.note3_find_shared_media,general.note3_find_shared_media,phrase,general,,,false
general.note_on_edit_accounts_page,general.note_on_edit_accounts_page,phrase,general,,,false
general.notes,general.notes,phrase,general,,,false
general.nov,general.nov,phrase,general,,,false
general.nova_scotia,general.nova_scotia,phrase,general,,,false
general.november,general.november,phrase,general,,,false
general.num_pages,general.num_pages,phrase,general,,,false
general.num_phrases,general.num_phrases,phrase,general,,,false
general.num_verses,general.num_verses,phrase,general,,,false
general.num_words,general.num_words,phrase,general,,,false
general.oct,general.oct,phrase,general,,,false
general.october,general.october,phrase,general,,,false
general.of,general.of,phrase,general,,,false
general.off,general.off,phrase,general,,,false
general.ok,general.ok,phrase,general,,,false
general.on,general.on,phrase,general,,,false
general.only_one_tour_per_page,general.only_one_tour_per_page,phrase,general,,,false
general.ontario,general.ontario,phrase,general,,,false
general.open,general.open,phrase,general,,,false
general.option_spelling,general.option_spelling,phrase,general,,,false
general.optional,general.optional,phrase,general,,,false
general.or,general.or,phrase,general,,,false
general.order,general.order,phrase,general,,,false
general.original_associated_word_phrase,general.original_associated_word_phrase,phrase,general,,,false
general.orthography,general.orthography,phrase,general,,,false
general.our_keyboards,general.our_keyboards,phrase,general,,,true
general.overview,general.overview,phrase,general,,,false
general.page,general.page,phrase,general,,,false
general.page_num,general.page_num,phrase,general,,,false
general.page_number,general.page_number,phrase,general,,,false
general.pages,general.pages,phrase,general,,,false
general.parent,general.parent,phrase,general,,,false
general.part_of_speech,general.part_of_speech,phrase,general,,,false
general.pass_no_match,general.pass_no_match,phrase,general,,,false
general.pass_reminder_question,general.pass_reminder_question,phrase,general,,,false
general.password,general.password,phrase,general,,,false
general.password_reminder,general.password_reminder,phrase,general,,,false
general.phrases_browse,general.phrases_browse,phrase,general,,,false
general.picture_upload,general.picture_upload,phrase,general,,,false
general.pictures_browse,general.pictures_browse,phrase,general,,,false
general.pc_keyman_installer,general.pc_keyman_installer,phrase,general,,,false
general.pc_mac_install_guide,general.pc_mac_install_guide,phrase,general,,,false
general.pdf,general.pdf,phrase,general,,,false
general.pdf_restriction,general.pdf_restriction,phrase,general,,,false
general.people,general.people,phrase,general,,,false
general.people2,general.people2,phrase,general,,,false
general.permission,general.permission,phrase,general,,,false
general.permissions,general.permissions,phrase,general,,,false
general.personalize,general.personalize,phrase,general,,,false
general.phone,general.phone,phrase,general,,,false
general.photo,general.photo,phrase,general,,,false
general.photo_album_curr,general.photo_album_curr,phrase,general,,,false
general.photo_s,general.photo_s,phrase,general,,,false
general.photographer,general.photographer,phrase,general,,,false
general.photographer_artist,general.photographer_artist,phrase,general,,,false
general.phrase,general.phrase,phrase,general,,,false
general.phrase_add_book,general.phrase_add_book,phrase,general,,,false
general.phrase_book,general.phrase_book,phrase,general,,,false
general.phrase_book2,general.phrase_book2,phrase,general,,,false
general.phrase_books,general.phrase_books,phrase,general,,,false
general.phrase_books_capitalized,general.phrase_books_capitalized,phrase,general,,,false
general.phrase_categories,general.phrase_categories,phrase,general,,,false
general.phrase_category,general.phrase_category,phrase,general,,,false
general.phrase_disabled,general.phrase_disabled,phrase,general,,,false
general.phrase_enabled,general.phrase_enabled,phrase,general,,,false
general.phrase_entries,general.phrase_entries,phrase,general,,,false
general.phrase_entry,general.phrase_entry,phrase,general,,,false
general.phrase_entry2,general.phrase_entry2,phrase,general,,,false
general.phrase_saved,general.phrase_saved,phrase,general,,,false
general.phrase_topic,general.phrase_topic,phrase,general,,,false
general.phrases,general.phrases,phrase,general,,,true
general.phrases_de,general.phrases_de,phrase,general,,,false
general.pick_from_library,general.pick_from_library,phrase,general,,,false
general.picture,general.picture,phrase,general,,,false
general.picture_this,general.picture_this,phrase,general,,,false
general.pictures,general.pictures,phrase,general,,,false
general.play,general.play,phrase,general,,,false
general.play_audio,general.play_audio,phrase,general,,,false
general.play_game,general.play_game,phrase,general,,,false
general.play_sound,general.play_sound,phrase,general,,,false
general.please_choose_user_id,general.please_choose_user_id,phrase,general,,,false
general.please_provide,general.please_provide,phrase,general,,,false
general.please_select_country,general.please_select_country,phrase,general,,,false
general.please_select_group,general.please_select_group,phrase,general,,,false
general.please_select_lang_group,general.please_select_lang_group,phrase,general,,,false
general.pop_wow,general.pop_wow,phrase,general,,,false
general.portal,general.portal,phrase,general,,,false
general.portal_curr,general.portal_curr,phrase,general,,,false
general.postalcode,general.postalcode,phrase,general,,,false
general.preferences,general.preferences,phrase,general,,,false
general.prev_page,general.prev_page,phrase,general,,,false
general.preview,general.preview,phrase,general,,,false
general.preview_larger_image,general.preview_larger_image,phrase,general,,,false
general.preview_option_not_available,general.preview_option_not_available,phrase,general,,,false
general.preview_page,general.preview_page,phrase,general,,,false
general.previous,general.previous,phrase,general,,,false
general.prince_edward_island,general.prince_edward_island,phrase,general,,,false
general.print,general.print,phrase,general,,,false
general.print_alphabet,general.print_alphabet,phrase,general,,,false
general.profile,general.profile,phrase,general,,,false
general.pronunciation,general.pronunciation,phrase,general,,,false
general.pronunciation_example,general.pronunciation_example,phrase,general,,,false
general.pronunciation_guide,general.pronunciation_guide,phrase,general,,,false
general.provide_content,general.provide_content,phrase,general,,,false
general.province,general.province,phrase,general,,,false
general.provinces,general.provinces,phrase,general,,,false
general.public,general.public,phrase,general,,,false
general.public_view,general.public_view,phrase,general,,,false
general.publish,general.publish,phrase,general,,,false
general.publish_changes,general.publish_changes,phrase,general,,,false
general.published,general.published,phrase,general,,,false
general.published_languages,general.published_languages,phrase,general,,,false
general.publishing,general.publishing,phrase,general,,,false
general.quebec,general.quebec,phrase,general,,,false
general.question,general.question,phrase,general,,,false
general.questions,general.questions,phrase,general,,,false
general.quiz,general.quiz,phrase,general,,,false
general.read,general.read,phrase,general,,,false
general.read_more,general.read_more,phrase,general,,,false
general.ready,general.ready,phrase,general,,,false
general.record,general.record,phrase,general,,,false
general.recorder,general.recorder,phrase,general,,,false
general.recorder_req_approval,general.recorder_req_approval,phrase,general,,,false
general.recorder_with_approval_priv,general.recorder_with_approval_priv,phrase,general,,,false
general.recorder_without_approval_priv,general.recorder_without_approval_priv,phrase,general,,,false
general.redirecting,general.redirecting,phrase,general,,,false
general.reference,general.reference,phrase,general,,,false
general.region,general.region,phrase,general,,,false
general.register,general.register,phrase,general,,,false
general.registration,general.registration,phrase,general,,,false
general.reject,general.reject,phrase,general,,,false
general.related,general.related,phrase,general,,,false
general.related_audio,general.related_audio,phrase,general,,,false
general.related_links,general.related_links,phrase,general,,,true
general.related_pictures,general.related_pictures,phrase,general,,,false
general.related_videos,general.related_videos,phrase,general,,,false
general.remove_x,general.remove_x,phrase,general,,,false
general.remove_item,general.remove_item,phrase,general,,,false
general.removed,general.removed,phrase,general,,,false
general.repeat_desired_pass,general.repeat_desired_pass,phrase,general,,,false
general.repeat_new_pass,general.repeat_new_pass,phrase,general,,,false
general.replace,general.replace,phrase,general,,,false
general.report,general.report,phrase,general,,,false
general.reports,general.reports,phrase,general,,,false
general.reports_page,general.reports_page,phrase,general,,,false
general.republish,general.republish,phrase,general,,,false
general.req_approval,general.req_approval,phrase,general,,,false
general.request,general.request,phrase,general,,,false
general.required_items,general.required_items,phrase,general,,,false
general.reset,general.reset,phrase,general,,,false
general.reset_form,general.reset_form,phrase,general,,,false
general.reset_order,general.reset_order,phrase,general,,,false
general.resource_type,general.resource_type,phrase,general,,,false
general.response,general.response,phrase,general,,,false
general.result,general.result,phrase,general,,,false
general.results,general.results,phrase,general,,,false
general.return_edit_welcome_page,general.return_edit_welcome_page,phrase,general,,,false
general.return_manage_welcome,general.return_manage_welcome,phrase,general,,,false
general.return_portal_activation_page,general.return_portal_activation_page,phrase,general,,,false
general.return_portal_page,general.return_portal_page,phrase,general,,,false
general.return_to_song_book,general.return_to_song_book,phrase,general,,,false
general.return_to_story_book,general.return_to_story_book,phrase,general,,,false
general.return_welcome_page,general.return_welcome_page,phrase,general,,,false
general.revert,general.revert,phrase,general,,,false
general.revert_to_saved,general.revert_to_saved,phrase,general,,,false
general.role,general.role,phrase,general,,,false
general.role_upper_case,general.role_upper_case,phrase,general,,,false
general.x_dialects,general.x_dialects,template,general,Kids or Default,,false
general.x_languages,general.x_languages,phrase,general,,,false
general.sample_sentence,general.sample_sentence,phrase,general,,,false
general.sample_word,general.sample_word,phrase,general,,,false
general.saskatchewan,general.saskatchewan,phrase,general,,,false
general.saturday,general.saturday,phrase,general,,,false
general.save,general.save,phrase,general,,,false
general.save_account,general.save_account,phrase,general,,,false
general.save_activity,general.save_activity,phrase,general,,,false
general.save_alphabet,general.save_alphabet,phrase,general,,,false
general.save_changes,general.save_changes,phrase,general,,,false
general.save_default_lang,general.save_default_lang,phrase,general,,,false
general.save_dictionary,general.save_dictionary,phrase,general,,,false
general.save_group,general.save_group,phrase,general,,,false
general.save_lesson,general.save_lesson,phrase,general,,,false
general.save_lesson_and_add_activity,general.save_lesson_and_add_activity,phrase,general,,,false
general.save_photo,general.save_photo,phrase,general,,,false
general.saved_period,general.saved_period,phrase,general,,,false
general.search,general.search,phrase,general,,,false
general.search_accounts,general.search_accounts,phrase,general,,,false
general.search_by_category,general.search_by_category,phrase,general,,,false
general.search_case_sensitive,general.search_case_sensitive,phrase,general,,,false
general.search_enter_keyword,general.search_enter_keyword,phrase,general,,,false
general.search_exist_accounts,general.search_exist_accounts,phrase,general,,,false
general.search_exist_dictionary,general.search_exist_dictionary,phrase,general,,,false
general.search_for_part2,general.search_for_part2,phrase,general,,,false
general.search_for_part3,general.search_for_part3,phrase,general,,,false
general.search_for_phrase,general.search_for_phrase,phrase,general,,,false
general.search_for_word,general.search_for_word,phrase,general,,,false
general.search_keywords1,general.search_keywords1,phrase,general,,,false
general.search_keywords2,general.search_keywords2,phrase,general,,,false
general.search_media_file_option,general.search_media_file_option,phrase,general,,,false
general.search_no_keyword,general.search_no_keyword,phrase,general,,,false
general.search_results,general.search_results,phrase,general,,,false
general.search_site,general.search_site,phrase,general,,,false
general.search_term,general.search_term,phrase,general,,,false
general.section,general.section,phrase,general,,,false
general.sections,general.sections,phrase,general,,,false
general.select,general.select,phrase,general,,,false
general.select_x,general.select_x,template,general,What is being selected,,false
general.select_contributors_from_x_dialect,general.select_contributors_from_x_dialect,template,general,Dialect Name,,false
general.select_links_from_x_dialect,general.select_links_from_x_dialect,template,general,Dialect Name,,false
general.select_existing_words_from_x_dialect,general.select_existing_words_from_x_dialect,template,general,Dialect Name,,false
general.select_change_question,general.select_change_question,phrase,general,,,false
general.select_existing_x_from_x_dialect,general.select_existing_x_from_x_dialect,phrase,general,,,false
general.select_five_first_words,general.select_five_first_words,phrase,general,,,false
general.select_from_list,general.select_from_list,phrase,general,,,false
general.select_from_media_library,general.select_from_media_library,phrase,general,,,false
general.select_keyboard,general.select_keyboard,phrase,general,,,false
general.select_lang_for_default_at_login,general.select_lang_for_default_at_login,phrase,general,,,false
general.select_lang_or,general.select_lang_or,phrase,general,,,false
general.select_search_option,general.select_search_option,phrase,general,,,false
general.sep,general.sep,phrase,general,,,false
general.september,general.september,phrase,general,,,false
general.set_as_default_lang,general.set_as_default_lang,phrase,general,,,false
general.set_default_lang,general.set_default_lang,phrase,general,,,false
general.set_default_lang_archive,general.set_default_lang_archive,phrase,general,,,false
general.set_preferences,general.set_preferences,phrase,general,,,false
general.share,general.share,phrase,general,,,false
general.shared,general.shared,phrase,general,,,false
general.shared_from_x,general.shared_from_x,template,general,Dialect Name,,false
general.shared_from_x_collection,general.shared_from_x_collection,template,general,Collection Name,,false
general.short_profile,general.short_profile,phrase,general,,,false
general.show,general.show,phrase,general,,,false
general.show_all,general.show_all,phrase,general,,,false
general.show_words_start_with_char,general.show_words_start_with_char,phrase,general,,,false
general.show_words_with_letter,general.show_words_with_letter,phrase,general,,,false
general.sign_out,general.sign_out,phrase,general,,,false
general.sign_up,general.sign_up,phrase,general,,,false
general.small,general.small,phrase,general,,,false
general.song,general.song,phrase,general,,,false
general.song_and_story_books,general.song_and_story_books,phrase,general,,,false
general.song_and_story_pages,general.song_and_story_pages,phrase,general,,,false
general.song_book,general.song_book,phrase,general,,,false
general.song_book_entries,general.song_book_entries,phrase,general,,,false
general.song_book_entry,general.song_book_entry,phrase,general,,,false
general.song_pages,general.song_pages,phrase,general,,,false
general.song_story_books,general.song_story_books,phrase,general,,,false
general.songs,general.songs,phrase,general,,,true
general.songs_and_stories,general.songs_and_stories,phrase,general,,,false
general.sorry_no_match,general.sorry_no_match,phrase,general,,,false
general.sort,general.sort,phrase,general,,,false
general.sort_by,general.sort_by,phrase,general,,,false
general.sound,general.sound,phrase,general,,,false
general.sound_file,general.sound_file,phrase,general,,,false
general.sound_restriction,general.sound_restriction,phrase,general,,,false
general.source,general.source,phrase,general,,,false
general.sources,general.sources,phrase,general,,,false
general.spanish,general.spanish,phrase,general,,,false
general.start,general.start,phrase,general,,,false
general.start_page,general.start_page,phrase,general,,,false
general.state,general.state,phrase,general,,,false
general.status,general.status,phrase,general,,,false
general.status_of_our_lang,general.status_of_our_lang,phrase,general,,,false
general.statuses,general.statuses,phrase,general,,,false
general.stories,general.stories,phrase,general,,,true
general.story,general.story,phrase,general,,,false
general.story_book,general.story_book,phrase,general,,,false
general.story_book_entries,general.story_book_entries,phrase,general,,,false
general.story_book_entry,general.story_book_entry,phrase,general,,,false
general.story_pages,general.story_pages,phrase,general,,,false
general.submit,general.submit,phrase,general,,,false
general.success,general.success,phrase,general,,,false
general.summary,general.summary,phrase,general,,,false
general.sunday,general.sunday,phrase,general,,,false
general.super_admin_tools,general.super_admin_tools,phrase,general,,,false
general.switch_off,general.switch_off,phrase,general,,,false
general.task_due_date,general.task_due_date,phrase,general,,,false
general.task_type,general.task_type,phrase,general,,,false
general.tasks,general.tasks,phrase,general,,,false
general.telephone,general.telephone,phrase,general,,,false
general.test,general.test,phrase,general,,,false
general.text,general.text,phrase,general,,,false
general.text_for_about_sect,general.text_for_about_sect,phrase,general,,,false
general.text_for_news_events,general.text_for_news_events,phrase,general,,,false
general.text_for_related_links,general.text_for_related_links,phrase,general,,,false
general.thank_you!,general.thank_you!,phrase,general,,,false
general.the_answer_is_incorrect,general.the_answer_is_incorrect,phrase,general,,,false
general.the_best_geo_region,general.the_best_geo_region,phrase,general,,,false
general.the_word_language,general.the_word_language,phrase,general,,,false
general.thursday,general.thursday,phrase,general,,,false
general.time_minute,general.time_minute,phrase,general,,,false
general.time_second,general.time_second,phrase,general,,,false
general.title,general.title,phrase,general,,,false
general.title_edit,general.title_edit,phrase,general,,,false
general.to_find_lang_to_browse,general.to_find_lang_to_browse,phrase,general,,,false
general.to_play_audio,general.to_play_audio,phrase,general,,,false
general.to_play_video,general.to_play_video,phrase,general,,,false
general.to_view_docs,general.to_view_docs,phrase,general,,,false
general.totem,general.totem,phrase,general,,,false
general.tour,general.tour,phrase,general,,,false
general.translates_to,general.translates_to,phrase,general,,,false
general.translation,general.translation,phrase,general,,,false
general.translations,general.translations,phrase,general,,,false
general.travel,general.travel,phrase,general,,,false
general.tribal_affiliation,general.tribal_affiliation,phrase,general,,,false
general.true,general.true,phrase,general,,,false
general.try_again,general.try_again,phrase,general,,,false
general.tuesday,general.tuesday,phrase,general,,,false
general.turn_on_sound_prev,general.turn_on_sound_prev,phrase,general,,,false
general.type,general.type,phrase,general,,,false
general.unpublish,general.unpublish,phrase,general,,,false
general.unpublished,general.unpublished,phrase,general,,,false
general.unpublishing,general.unpublishing,phrase,general,,,false
general.up,general.up,phrase,general,,,false
general.update,general.update,phrase,general,,,false
general.update_accounts,general.update_accounts,phrase,general,,,false
general.updated,general.updated,phrase,general,,,false
general.upload,general.upload,phrase,general,,,false
general.upload_art_gallery,general.upload_art_gallery,phrase,general,,,false
general.upload_photo_album,general.upload_photo_album,phrase,general,,,false
general.upper_case,general.upper_case,phrase,general,,,false
general.uppercase,general.uppercase,phrase,general,,,false
general.url,general.url,phrase,general,,,false
general.url_link,general.url_link,phrase,general,,,false
general.url_links,general.url_links,phrase,general,,,false
general.user,general.user,phrase,general,,,false
general.users,general.users,phrase,general,,,false
general.user_id,general.user_id,phrase,general,,,false
general.user_id_does_not_exist,general.user_id_does_not_exist,phrase,general,,,false
general.user_login,general.user_login,phrase,general,,,false
general.user_profile,general.user_profile,phrase,general,,,false
general.username_no_access,general.username_no_access,phrase,general,,,false
general.username_no_access_default_la,general.username_no_access_default_la,phrase,general,,,false
general.username_or_password_not_found,general.username_or_password_not_found,phrase,general,,,false
general.users_match_search,general.users_match_search,phrase,general,,,false
general.verse_number,general.verse_number,phrase,general,,,false
general.verses,general.verses,phrase,general,,,false
general.version,general.version,phrase,general,,,false
general.video,general.video,phrase,general,,,false
general.video_upload,general.video_upload,phrase,general,,,false
general.video_limit,general.video_limit,phrase,general,,,false
general.video_recording,general.video_recording,phrase,general,,,false
general.video_restriction,general.video_restriction,phrase,general,,,false
general.video_s,general.video_s,phrase,general,,,false
general.videos,general.videos,phrase,general,,,false
general.videos_browse,general.videos_browse,phrase,general,,,false
general.view,general.view,phrase,general,,,false
general.view_accounts,general.view_accounts,phrase,general,,,false
general.view_priv_dictionary,general.view_priv_dictionary,phrase,general,,,false
general.view_song_flash,general.view_song_flash,phrase,general,,,false
general.view_song_text,general.view_song_text,phrase,general,,,false
general.view_story_flash,general.view_story_flash,phrase,general,,,false
general.view_story_text,general.view_story_text,phrase,general,,,false
general.viewer_sense,general.viewer_sense,phrase,general,,,false
general.village,general.village,phrase,general,,,false
general.voice,general.voice,phrase,general,,,false
general.wednesday,general.wednesday,phrase,general,,,false
general.welcome,general.welcome,phrase,general,,,true
general.welcome_page,general.welcome_page,phrase,general,,,false
general.welcome_to,general.welcome_to,phrase,general,,,false
general.welcome_to_x,general.welcome_to_x,phrase,general,,,false
general.were_added,general.were_added,phrase,general,,,false
general.why_become_member,general.why_become_member,phrase,general,,,false
general.word,general.word,phrase,general,,,false
general.word_categories,general.word_categories,phrase,general,,,false
general.word_category,general.word_category,phrase,general,,,false
general.word_category_access,general.word_category_access,phrase,general,,,false
general.word_disabled,general.word_disabled,phrase,general,,,false
general.word_enabled,general.word_enabled,phrase,general,,,false
general.word_entries,general.word_entries,phrase,general,,,false
general.word_entry,general.word_entry,phrase,general,,,false
general.word_entry2,general.word_entry2,phrase,general,,,false
general.word_five,general.word_five,phrase,general,,,false
general.word_four,general.word_four,phrase,general,,,false
general.word_list2,general.word_list2,phrase,general,,,false
general.word_list_display,general.word_list_display,phrase,general,,,false
general.word_one,general.word_one,phrase,general,,,false
general.word_saved,general.word_saved,phrase,general,,,false
general.word_scramble,general.word_scramble,phrase,general,,,false
general.word_search,general.word_search,phrase,general,,,false
general.word_three,general.word_three,phrase,general,,,false
general.word_two,general.word_two,phrase,general,,,false
general.words,general.words,phrase,general,,,true
general.words_de,general.words_de,phrase,general,,,false
general.words_upper_case,general.words_upper_case,phrase,general,,,false
general.workflow,general.workflow,phrase,general,,,false
general.workspace,general.workspace,phrase,general,,,false
general.workspace_languages,general.workspace_languages,phrase,general,,,false
general.workspaces,general.workspaces,phrase,general,,,false
general.write,general.write,phrase,general,,,false
general.year,general.year,phrase,general,,,false
general.yes,general.yes,phrase,general,,,false
general.you_can_use,general.you_can_use,phrase,general,,,false
general.you_will_need,general.you_will_need,phrase,general,,,false
general.zip_code,general.zip_code,phrase,general,,,false
general.zip_postal_code,general.zip_postal_code,phrase,general,,,false
models.acknowledgement,models.acknowledgement,phrase,models,,,false
models.about_dialect,models.about_dialect,phrase,models,,,false
models.attached_to_word_phrase,models.attached_to_word_phrase,phrase,models,,,false
models.available_in_childrens_archive,models.available_in_childrens_archive,phrase,models,,,false
models.available_in_games,models.available_in_games,phrase,models,,,false
models.background_image,models.background_image,phrase,models,,,false
models.book_introduction,models.book_introduction,phrase,models,,,false
models.book_title,models.book_title,template,models,Book Title,,false
models.book_title_translation,models.book_title_translation,phrase,models,,,false
models.category_description,models.category_description,phrase,models,,,false
models.category_image,models.category_image,phrase,models,,,false
models.category_name,models.category_name,phrase,models,,,false
models.child_focused,models.child_focused,phrase,models,,,false
models.configure_or_select_primary_dialect,models.configure_or_select_primary_dialect,phrase,models,,,false
models.contributor_description,models.contributor_description,phrase,models,,,false
models.contributor_name,models.contributor_name,phrase,models,,,false
models.contributors_who_helped,models.contributors_who_helped,phrase,models,,,false
models.describe_what_the_book_entry_translates_to,models.describe_what_the_book_entry_translates_to,phrase,models,,,false
models.describe_what_the_word_means,models.describe_what_the_word_means,phrase,models,,,false
models.describe_what_the_phrase_means,models.describe_what_the_phrase_means,phrase,models,,,false
models.describe_what_the_word_translates_to,models.describe_what_the_word_translates_to,phrase,models,,,false
models.describe_what_the_title_translates_to,models.describe_what_the_title_translates_to,phrase,models,,,false
models.describe_what_the_introduction_translates_to,models.describe_what_the_introduction_translates_to,phrase,models,,,false
models.dialect_name,models.dialect_name,phrase,models,,,false
models.dialect_to_join,models.dialect_to_join,phrase,models,,,false
models.dominant_language,models.dominant_language,phrase,models,,,false
models.dominant_language_text,models.dominant_language_text,phrase,models,,,false
models.enter_book_introduction,models.enter_book_introduction,phrase,models,,,false
models.enter_category_description,models.enter_category_description,phrase,models,,,false
models.enter_contributor_description,models.enter_contributor_description,phrase,models,,,false
models.enter_gallery_description,models.enter_gallery_description,phrase,models,,,false
models.enter_phrase_book_description,models.enter_phrase_book_description,phrase,models,,,false
models.enter_portal_description,models.enter_portal_description,phrase,models,,,false
models.gallery_description,models.gallery_description,phrase,models,,,false
models.gallery_name,models.gallery_name,phrase,models,,,false
models.general_options,models.general_options,phrase,models,,,false
models.greeting_audio,models.greeting_audio,phrase,models,,,false
models.group_identifiers_help,models.group_identifiers_help,phrase,models,,,false
models.height_greater_than,models.height_greater_than,phrase,models,,,false
models.include_shared_from_firstvoices,models.include_shared_from_firstvoices,phrase,models,,,false
models.include_shared_from_other_dialects,models.include_shared_from_other_dialects,phrase,models,,,false
models.introduction_translation,models.introduction_translation,phrase,models,,,false
models.keyboard_links,models.keyboard_links,phrase,models,,,false
models.language_resources,models.language_resources,phrase,models,,,false
models.missing_something,models.missing_something,phrase,models,,,false
models.move_left,models.move_left,phrase,models,,,false
models.move_right,models.move_right,phrase,models,,,false
models.my_primary_dialect,models.my_primary_dialect,phrase,models,,,false
models.my_roles,models.my_roles,phrase,models,,,false
models.my_uploads_contributions,models.my_uploads_contributions,phrase,models,,,false
models.name_of_category,models.name_of_category,phrase,models,,,false
models.name_of_contributor,models.name_of_contributor,phrase,models,,,false
models.name_of_gallery,models.name_of_gallery,phrase,models,,,false
models.name_of_parent_category,models.name_of_parent_category,phrase,models,,,false
models.name_of_phrase_book,models.name_of_phrase_book,phrase,models,,,false
models.news_tip,models.news_tip,phrase,models,,,false
models.note_if_member_of_only_one_dialect,models.note_if_member_of_only_one_dialect,phrase,models,,,false
models.origin_of_record,models.origin_of_record,phrase,models,,,false
models.page_content,models.page_content,phrase,models,,,false
models.page_content_translation,models.page_content_translation,phrase,models,,,false
models.parent_category_name,models.parent_category_name,phrase,models,,,false
models.phrase_book_description,models.phrase_book_description,phrase,models,,,false
models.phrase_book_name,models.phrase_book_name,phrase,models,,,false
models.portal_greeting,models.portal_greeting,phrase,models,,,false
models.portal_introduction,models.portal_introduction,phrase,models,,,false
models.primary_dialect,models.primary_dialect,phrase,models,,,false
models.report_name,models.report_name,phrase,models,,,false
models.shared_accross_dialects,models.shared_accross_dialects,phrase,models,,,false
models.show_report_on,models.show_report_on,phrase,models,,,false
models.sort_order,models.sort_order,phrase,models,,,false
models.specify_url_if_linking,models.specify_url_if_linking,phrase,models,,,false
models.theme,models.theme,phrase,models,,,false
models.title_of_song_or_story,models.title_of_song_or_story,phrase,models,,,false
models.title_of_book,models.title_of_book,phrase,models,,,false
models.upper_case,models.upper_case,phrase,models,,,false
models.value_in_field_x_cannot_be_empty,models.value_in_field_x_cannot_be_empty,template,models,Field Name,,false
models.width_greater_than,models.width_greater_than,phrase,models,,,false
models.file_size_greater_than,models.file_size_greater_than,phrase,models,,,false
models.your_a_member_of_more_than_one_dialect,models.your_a_member_of_more_than_one_dialect,phrase,models,,,false
operations.could_not_access_server,operations.could_not_access_server,phrase,operations,,,false
operations.could_not_create_document,operations.could_not_create_document,phrase,operations,,,false
operations.could_not_update_document,operations.could_not_update_document,phrase,operations,,,false
operations.could_not_create_new_user,operations.could_not_create_new_user,phrase,operations,,,false
operations.could_not_execute_operation_x,operations.could_not_execute_operation_x,template,operations,Operation Name,,false
operations.could_not_publish_document,operations.could_not_publish_document,phrase,operations,,,false
operations.could_not_retrieve_current_user,operations.could_not_retrieve_current_user,phrase,operations,,,false
operations.could_not_retrieve_user,operations.could_not_retrieve_user,phrase,operations,,,false
operations.could_not_retrieve_user_tasks,operations.could_not_retrieve_user_tasks,phrase,operations,,,false
operations.could_not_update_user,operations.could_not_update_user,phrase,operations,,,false
operations.could_not_upload_file,operations.could_not_upload_file,phrase,operations,,,false
operations.could_not_retrieve_directory,operations.could_not_retrieve_directory,phrase,operations,,,false
operations.document_not_found,operations.document_not_found,phrase,operations,,,false
operations.media_not_found,operations.media_not_found,phrase,operations,,,false
operations.no_x_found,operations.no_x_found,phrase,operations,,,false
operations.workspace_not_found,operations.workspace_not_found,phrase,operations,,,false
providers.delete_started,providers.delete_started,phrase,Providers,,,false
